MasterID,ItemID,Yield,Replenishable,Remaining,WHLocation,Plant,StartingFT,Core,CRCITEMID,Complete,PO_Num,Date_Received,Date_Receiveing,LastInventoryCycle,LastInventoryRemaining,LastInventoryComplete,OLD_PO
"BOND 28# WHT 9 1/2                                ","000000000208           ",61," ",48,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:05.000,2023-01-20 05:56:27.000,48,0,NULL
"BOND 24# WHT 14 5/8                               ","000000000289           ",89," ",128,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:32.000,2023-01-20 05:56:27.000,128,0,NULL
"24# CK SEC PLATINUM 9-1/2                         ","000000000313           ",85," ",94,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:18.000,2023-01-20 05:56:27.000,94,0,NULL
"CFB 14.0# CAN 15 1/2                              ","000000000348           ",70," ",70,"          ","2 ",0,0,"00000000    ",0,"2-065538  ",2022-08-22 09:47:55.000,2023-01-02 16:09:46.000,2023-01-02 06:13:28.000,70,0,NULL
"CFB 14.0# CAN 15 1/2                              ","000000000361           ",246," ",246,"          ","2 ",0,0,"00000000    ",0,"2-065538  ",2022-08-22 09:44:42.000,2023-01-02 16:09:47.000,2023-01-02 06:13:28.000,246,0,NULL
"CFB 14.0# GRN 11 5/8                              ","000000000364           ",366," ",366,"          ","2 ",0,0,"00000000    ",0,"2-066175  ",2022-12-23 10:56:23.000,2023-01-02 16:10:03.000,2023-01-02 06:13:28.000,366,0,NULL
"CF 15# BLU 11 5/8                                 ","000000000378           ",379," ",379,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 08:56:07.000,2023-01-02 16:07:36.000,2023-01-02 06:13:28.000,379,0,NULL
"CF 15# GRN 9 7/8                                  ","000000000379           ",80," ",80,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:09:23.000,2023-01-02 16:08:28.000,2023-01-02 06:13:28.000,80,0,NULL
"CF 15# GRD 12 1/4                                 ","000000000380           ",308," ",308,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:03:44.000,2023-01-02 16:08:17.000,2023-01-02 06:13:28.000,308,0,NULL
"CB 26# WHT 9 1/2                                  ","000000000469           ",239," ",239,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 07:09:30.000,2023-01-02 16:07:24.000,2023-01-02 06:13:28.000,239,0,NULL
"TAG 125# WHT 12 1/2                               ","000000000496           ",340," ",370,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:21.000,2023-01-20 05:56:27.000,370,0,NULL
"CF 21# WHT XCELERATOR / E- CRBNLS 9 1/4           ","000000000498           ",159," ",159,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 07:05:47.000,2023-01-02 16:09:17.000,2023-01-02 06:13:28.000,159,0,NULL
"TAG 100# MAN 12 1/2                               ","000000000520           ",47," ",133,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:19.000,2023-01-20 05:56:27.000,133,0,NULL
"TAG 100# MAN 10                                   ","000000000522           ",215," ",215,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:18.000,2023-01-20 05:56:27.000,215,0,NULL
"CFB 14.0# PNK 17 1/2                              ","000000000534           ",0," ",112,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:10:22.000,2023-01-02 16:10:22.000,2023-01-02 06:13:28.000,112,0,NULL
"CFB 14.0# CAN 17 1/2                              ","000000000536           ",191," ",191,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 08:30:41.000,2023-01-02 16:09:49.000,2023-01-02 06:13:28.000,191,0,NULL
"CFB 14.0# PNK 17 1/2                              ","000000000539           ",543," ",543,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 11:41:16.000,2023-01-02 16:10:21.000,2023-01-02 06:13:28.000,543,0,NULL
"CFB 14.0# CAN 15 1/2                              ","000000000540           ",480," ",480,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:50:48.000,2023-01-02 16:09:46.000,2023-01-02 06:13:28.000,480,0,NULL
"CFB 14.0# WHT 15 1/2                              ","000000000547           ",93," ",86,"          ","1 ",0,0,"00000000    ",0,"1-066226  ",2023-01-13 15:00:00.000,2023-01-23 09:01:14.000,2023-01-20 05:56:27.000,86,0,NULL
"CF 15# GRD 15 1/2                                 ","000000000548           ",371," ",205,"          ","2 ",0,0,"00000000    ",0,"2-064519  ",2021-09-10 07:17:33.000,2023-01-02 16:08:18.000,2023-01-02 06:13:28.000,205,0,NULL
"CF 15# GRD 15 1/2                                 ","000000000549           ",412," ",412,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 07:16:42.000,2023-01-02 16:08:18.000,2023-01-02 06:13:28.000,412,0,NULL
"CFB 14.0# PNK 14 7/8                              ","000000000550           ",0," ",91,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:10:20.000,2023-01-02 16:10:20.000,2023-01-02 06:13:28.000,91,0,NULL
"CF 15# PNK 17 1/2                                 ","000000000556           ",612," ",612,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:52:21.000,2023-01-02 16:08:39.000,2023-01-02 06:13:28.000,612,0,NULL
"CF 15# PNK 17 1/2                                 ","000000000557           ",612," ",612,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:52:32.000,2023-01-02 16:08:39.000,2023-01-02 06:13:28.000,612,0,NULL
"CF 15# PNK 12 1/4                                 ","000000000560           ",367," ",367,"          ","2 ",0,0,"00000000    ",0,"2-065538  ",2022-08-22 09:46:04.000,2023-01-02 16:08:37.000,2023-01-02 06:13:28.000,367,0,NULL
"CF 15# PNK 12 1/4                                 ","000000000561           ",394," ",394,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:52:07.000,2023-01-02 16:08:37.000,2023-01-02 06:13:28.000,394,0,NULL
"CFB 14.0# BLU 15 1/2                              ","000000000571           ",186," ",186,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:54:49.000,2023-01-02 16:09:30.000,2023-01-02 06:13:28.000,186,0,NULL
"CFB 14.0# PNK 15 1/2                              ","000000000574           ",32," ",32,"          ","2 ",0,0,"00000000    ",0,"2-065538  ",2022-08-22 09:47:00.000,2023-01-02 16:10:21.000,2023-01-02 06:13:28.000,32,0,NULL
"CF 15# PNK 17 1/2                                 ","000000000575           ",86," ",86,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:49:23.000,2023-01-02 16:08:40.000,2023-01-02 06:13:28.000,86,0,NULL
"CFB 14.0# CAN 17 1/2                              ","000000000576           ",155," ",155,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:53:43.000,2023-01-02 16:09:49.000,2023-01-02 06:13:28.000,155,0,NULL
"CF 15# CAN 17 1/2                                 ","000000000577           ",119," ",119,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:49:45.000,2023-01-02 16:08:07.000,2023-01-02 06:13:28.000,119,0,NULL
"CFB 14.0# PNK 15 1/2                              ","000000000579           ",134," ",134,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:35:59.000,2023-01-02 16:10:21.000,2023-01-02 06:13:28.000,134,0,NULL
"CF 15# GRN 9 7/8                                  ","000000000590           ",300," ",300,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 08:57:17.000,2023-01-02 16:08:29.000,2023-01-02 06:13:28.000,300,0,NULL
"CF 15# BLU 9 1/2                                  ","000000000591           ",98," ",98,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:36:58.000,2023-01-02 16:07:40.000,2023-01-02 06:13:28.000,98,0,NULL
"CF 15# GRD 17 1/2                                 ","000000000615           ",43," ",43,"          ","2 ",0,0,"00000000    ",0,"2-065545  ",2022-08-22 09:54:10.000,2023-01-02 16:08:19.000,2023-01-02 06:13:28.000,43,0,NULL
"BOND 12# WHT 12 1/2                               ","000000000654           ",0," ",353,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:04:36.000,2023-01-02 16:04:36.000,2023-01-02 06:13:28.000,353,0,NULL
"BOND 15# GRD 12 1/2                               ","000000000656           ",178," ",206,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:50.000,2023-01-20 05:56:27.000,206,0,NULL
"BOND 15# BLU 10                                   ","000000000658           ",151," ",135,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:46.000,2023-01-20 05:56:27.000,135,0,NULL
"BOND 15# BLU 10                                   ","000000000660           ",339," ",339,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:47.000,2023-01-20 05:56:27.000,339,0,NULL
"BOND 15# WHT 10                                   ","000000000663           ",135," ",182,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:51.000,2023-01-20 05:56:27.000,182,0,NULL
"BOND 15# GRN 12 1/2                               ","000000000670           ",467," ",467,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:50.000,2023-01-20 05:56:27.000,467,0,NULL
"BOND 15# BLU 10                                   ","000000000673           ",351," ",343,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:47.000,2023-01-20 05:56:27.000,343,0,NULL
"BOND 15# BLU 10                                   ","000000000675           ",370," ",370,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:47.000,2023-01-20 05:56:27.000,370,0,NULL
"BOND 20# GRN 10                                   ","000000000677           ",125," ",170,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:56.000,2023-01-20 05:56:27.000,170,0,NULL
"BOND 15# BLU 17 1/2                               ","000000000681           ",386," ",106,"          ","2 ",0,0,"00000000    ",0,"2-063476  ",2020-06-09 10:01:12.000,2023-01-02 16:04:37.000,2023-01-02 06:13:28.000,106,0,NULL
"BOND 15# CAN 9 7/8                                ","000000000682           ",343," ",343,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:50.000,2023-01-20 05:56:27.000,343,0,NULL
"BOND 20# CAN 17 1/2                               ","000000000695           ",173," ",189,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:54.000,2023-01-20 05:56:27.000,189,0,NULL
"BOND 20# WHT 9 1/2                                ","000000000706           ",55," ",48,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:15.000,2023-01-20 05:56:27.000,48,0,NULL
"BOND 20# WHT 9 1/2                                ","000000000709           ",159," ",178,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:16.000,2023-01-20 05:56:27.000,178,0,NULL
"BOND 20# BUF 17 1/2                               ","000000000713           ",87," ",87,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:52.000,2023-01-20 05:56:27.000,87,0,NULL
"BOND 20# CAN 17 1/2                               ","000000000715           ",615," ",615,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:53.000,2023-01-20 05:56:27.000,615,0,NULL
"BOND 20# CAN 10                                   ","000000000721           ",58," ",58,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:53.000,2023-01-20 05:56:27.000,58,0,NULL
"BOND 20# CAN 12 1/2                               ","000000000724           ",115," ",115,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:53.000,2023-01-20 05:56:27.000,115,0,NULL
"BOND 20# GREY 17 1/2                              ","000000000730           ",123," ",191,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:55.000,2023-01-20 05:56:27.000,191,0,NULL
"BOND 20# GREY 17 1/2                              ","000000000731           ",123," ",123,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:55.000,2023-01-20 05:56:27.000,123,0,NULL
"BOND 15# CAN 12 1/2                               ","000000000751           ",151," ",151,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:49.000,2023-01-20 05:56:27.000,151,0,NULL
"BOND 15# BUF 12 1/2                               ","000000000752           ",236," ",290,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:48.000,2023-01-20 05:56:27.000,290,0,NULL
"BOND 24# PNK 17 1/2                               ","000000000760           ",65," ",65,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:22.000,2023-01-20 05:56:27.000,65,0,NULL
"CF 21# CAN XCELERATOR / E- CRBNLS 9 7/8           ","000000000763           ",0," ",48,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:09:16.000,2023-01-02 16:09:16.000,2023-01-02 06:13:28.000,48,0,NULL
"BOND 24# GRN 10                                   ","000000000764           ",40," ",64,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:20.000,2023-01-20 05:56:27.000,64,0,NULL
"BOND 24# GRN 10                                   ","000000000768           ",251," ",251,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:20.000,2023-01-20 05:56:27.000,251,0,NULL
"BOND 24# CAN 10                                   ","000000000769           ",128," ",205,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:17.000,2023-01-20 05:56:27.000,205,0,NULL
"SEC 26# DOC CK BSC CB WHT 9 1/2                   ","000000000780           ",60," ",79,"          ","1 ",0,0,"00000000    ",0,"1-066226  ",2023-01-13 15:00:00.000,2023-01-23 09:01:15.000,2023-01-20 05:56:27.000,79,0,NULL
"28# ROLLAND VITAL RECORD 9-1/2                    ","000000000791           ",270," ",270,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:59:45.000,2023-01-20 05:56:27.000,270,0,NULL
"28# ROLLAND VITAL RECORD 9-1/2                    ","000000000792           ",260," ",260,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:59:45.000,2023-01-20 05:56:27.000,260,0,NULL
"BOND 24# GRN 10                                   ","000000000795           ",345," ",345,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:19.000,2023-01-20 05:56:27.000,345,0,NULL
"BOND 24# BLU 17 1/2                               ","000000000796           ",594," ",594,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:16.000,2023-01-20 05:56:27.000,594,0,NULL
"BOND 24# PNK 17 1/2                               ","000000000798           ",220," ",220,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:21.000,2023-01-20 05:56:27.000,220,0,NULL
"BOND 24# PNK 17 1/2                               ","000000000799           ",631," ",631,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:22.000,2023-01-20 05:56:27.000,631,0,NULL
"BOND 24# GRN 10                                   ","000000000801           ",342," ",342,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:19.000,2023-01-20 05:56:27.000,342,0,NULL
"BOND 24# GRN 10                                   ","000000000804           ",348," ",348,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:19.000,2023-01-20 05:56:27.000,348,0,NULL
"BOND 24# CAN 10                                   ","000000000805           ",167," ",181,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:18.000,2023-01-20 05:56:27.000,181,0,NULL
"BOND 24# CAN 17 1/2                               ","000000000808           ",160," ",125,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:18.000,2023-01-20 05:56:27.000,158,0,NULL
"BOND 32# WHT 9 1/2                                ","000000000811           ",242," ",242,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:07.000,2023-01-20 05:56:27.000,242,0,NULL
"CFB 22# PNK XCELERATOR PLUS 17 1/2                ","000000000831           ",125," ",125,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:44:52.000,2023-01-02 16:10:53.000,2023-01-02 06:13:28.000,125,0,NULL
"CFB 22# PNK XCELERATOR PLUS 17 1/2                ","000000000832           ",478," ",478,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:45:05.000,2023-01-02 16:10:53.000,2023-01-02 06:13:28.000,478,0,NULL
"CFB 22# PNK XCELERATOR PLUS 17 1/2                ","000000000833           ",479," ",479,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:45:20.000,2023-01-02 16:10:54.000,2023-01-02 06:13:28.000,479,0,NULL
"28# ROLLAND VITAL RECORD 9-1/2                    ","000000000834           ",140," ",140,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:59:45.000,2023-01-20 05:56:27.000,140,0,NULL
"24# DOCUCK BASIC 9-7/8                            ","000000000900           ",330," ",219,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:35.000,2023-01-20 05:56:27.000,219,0,NULL
"24# DOCUCK BASIC 9-7/8                            ","000000000901           ",200," ",239,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:36.000,2023-01-20 05:56:27.000,239,0,NULL
"CFB 22# CAN XCELERATOR PLUS 9 7/8                 ","000000000909           ",152," ",152,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:45:57.000,2023-01-02 16:10:53.000,2023-01-02 06:13:28.000,152,0,NULL
"CB 26# DOCUCK WHT BSC MOCR 9 1/2                  ","000000000910           ",50," ",50,"          ","1 ",0,0,"00000000    ",0,"1-066226  ",2023-01-13 15:00:00.000,2023-01-23 09:01:09.000,2023-01-20 05:56:27.000,50,0,NULL
"24# DEFENSA SEC GATE PLOC 9-1/2                   ","000000000948           ",334," ",334,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:35.000,2023-01-20 05:56:27.000,334,0,NULL
"24# DEFENSA SEC GATE PLOC 17-1/2                  ","000000000952           ",603," ",603,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:35.000,2023-01-20 05:56:27.000,603,0,NULL
"TAG 100# MAN 17 1/2                               ","000000000967           ",637," ",637,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:19.000,2023-01-20 05:56:27.000,637,0,NULL
"TAG 100# MAN 17 1/2                               ","000000000968           ",636," ",636,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:19.000,2023-01-20 05:56:27.000,636,0,NULL
"CFB 14.5# WHT 17 1/2                              ","000000000974           ",210," ",210,"          ","2 ",0,0,"00000000    ",0,"2-065538  ",2022-08-22 09:45:01.000,2023-01-02 16:10:52.000,2023-01-02 06:13:28.000,210,0,NULL
"BOND 28# WHT 18                                   ","000000000978           ",50," ",50,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:05.000,2023-01-20 05:56:27.000,50,0,NULL
"BOND 24# WHT 12 1/2                               ","000000000983           ",120," ",128,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:32.000,2023-01-20 05:56:27.000,128,0,NULL
"BOND 15# GRN 12 1/2                               ","000000000987           ",230," ",245,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:51.000,2023-01-20 05:56:27.000,245,0,NULL
"TAG 100# MAN 17 1/2                               ","000000000998           ",70," ",70,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:20.000,2023-01-20 05:56:27.000,70,0,NULL
"BOND 24# BUFF 17 1/2                              ","000000001003           ",128," ",114,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:00:16.000,2023-01-20 05:56:27.000,114,0,NULL
"BOND 20# BUF 11                                   ","000000001008           ",109," ",102,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 08:59:52.000,2023-01-20 05:56:27.000,102,0,NULL
"CF 15# GRD 17 1/2                                 ","000000001009           ",553," ",78,"          ","2 ",0,0,"00000000    ",0,"2-063319  ",2020-03-05 14:39:34.000,2023-01-02 16:08:20.000,2023-01-02 06:13:28.000,78,0,NULL
"28# Documark Vital Record WM 9-1/2                ","000000001014           ",30," ",56,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:59:44.000,2023-01-20 05:56:27.000,56,0,NULL
"TAG 100# GRN 17 1/2                               ","000000001030           ",290," ",290,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:18.000,2023-01-20 05:56:27.000,290,0,NULL
"BOND 28# WHT PROGHOST 9 1/2                       ","000000001036           ",34," ",50,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 09:01:06.000,2023-01-20 05:56:27.000,50,0,NULL
"24# DEFENSA DESIGN 9 1/2                          ","000000001042           ",94," ",94,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:20.000,2023-01-20 05:56:27.000,94,0,NULL
"24# WHT DC BASIC TF 17-1/2                        ","000000001047           ",160," ",153,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:56.000,2023-01-20 05:56:27.000,153,0,NULL
"24# WHT CKSECURPREM TF 18                         ","000000001049           ",172," ",172,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:54.000,2023-01-20 05:56:27.000,172,0,NULL
"24# CK SEC MOCR PLUS 9-1/2                        ","000000001074           ",63," ",48,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:11.000,2023-01-20 05:56:27.000,48,0,NULL
"CF 33# WHT 12 1/4                                 ","000000001084           ",150," ",150,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 06:55:37.000,2023-01-02 16:09:19.000,2023-01-02 06:13:28.000,150,0,NULL
"BOND 28# WHT PROGHOST 9 1/2                       ","000000001130           ",77," ",69,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 09:01:06.000,2023-01-20 05:56:27.000,69,0,NULL
"26# CB WHT PROGHOST                               ","000000001229           ",47," ",47,"          ","1 ",0,0,"00000000    ",0,"1-066226  ",2023-01-13 15:00:00.000,2023-01-23 08:59:43.000,2023-01-20 05:56:27.000,47,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001249           ",655," ",655,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:40.000,2023-01-20 05:56:27.000,655,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001266           ",635," ",635,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:41.000,2023-01-20 05:56:27.000,635,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001267           ",646," ",646,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:41.000,2023-01-20 05:56:27.000,646,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001268           ",635," ",635,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:41.000,2023-01-20 05:56:27.000,635,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001269           ",642," ",642,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:42.000,2023-01-20 05:56:27.000,642,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001270           ",648," ",648,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:42.000,2023-01-20 05:56:27.000,648,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001272           ",639," ",639,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:42.000,2023-01-20 05:56:27.000,639,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001273           ",637," ",637,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:43.000,2023-01-20 05:56:27.000,637,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001274           ",642," ",642,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:43.000,2023-01-20 05:56:27.000,642,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001335           ",651," ",655,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:45.000,2023-01-20 05:56:27.000,655,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001336           ",646," ",646,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:45.000,2023-01-20 05:56:27.000,646,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001337           ",648," ",648,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:45.000,2023-01-20 05:56:27.000,648,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001338           ",619,F,0,"          ","1 ",0,0,"00000000    ",1,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:46.000,2023-01-20 05:56:27.000,619,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001339           ",628," ",390,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:46.000,2023-01-20 05:56:27.000,622,0,NULL
"24# EAGLE WATERMARK 17 1/2                        ","000000001340           ",611," ",611,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:46.000,2023-01-20 05:56:27.000,611,0,NULL
