MasterID,ItemID,Yield,Replenishable,Remaining,WHLocation,Plant,StartingFT,Core,CRCITEMID,Complete,PO_Num,Date_Received,Date_Receiveing,LastInventoryCycle,LastInventoryRemaining,LastInventoryComplete,OLD_PO
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518481               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:53:18.000,2023-01-02 16:15:32.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518482               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:53:02.000,2023-01-02 16:15:32.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518483               ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:59.000,2023-01-02 16:15:32.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518484               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:53:07.000,2023-01-02 16:15:33.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518485               ",1017," ",1017,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:53:04.000,2023-01-02 16:15:33.000,2023-01-02 06:13:28.000,1017,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518486               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:47.000,2023-01-02 16:15:33.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518487               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:45.000,2023-01-02 16:15:34.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518488               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:51.000,2023-01-02 16:15:34.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518489               ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:49.000,2023-01-02 16:15:34.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518490               ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:59.000,2023-01-02 16:15:35.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518491               ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:57.000,2023-01-02 16:15:35.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518492               ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:03.000,2023-01-02 16:15:35.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518493               ",1019," ",1019,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:52:09.000,2023-01-02 16:15:36.000,2023-01-02 06:13:28.000,1019,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518494               ",1015," ",1015,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:34.000,2023-01-02 16:15:36.000,2023-01-02 06:13:28.000,1015,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518495               ",1015," ",1015,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:26.000,2023-01-02 16:15:36.000,2023-01-02 06:13:28.000,1015,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518496               ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:15.000,2023-01-02 16:15:37.000,2023-01-02 06:13:28.000,1013,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518497               ",1015," ",1015,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:23.000,2023-01-02 16:15:37.000,2023-01-02 06:13:28.000,1015,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518498               ",1019," ",1019,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:42.000,2023-01-02 16:15:37.000,2023-01-02 06:13:28.000,1019,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518499               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:44.000,2023-01-02 16:15:38.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518500               ",1017," ",1017,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:48.000,2023-01-02 16:15:38.000,2023-01-02 06:13:28.000,1017,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518501               ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-05-31 16:51:51.000,2023-01-02 16:15:38.000,2023-01-02 06:13:28.000,1013,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518502               ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:36.000,2023-01-02 16:15:39.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518503               ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:34.000,2023-01-02 16:15:39.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518505               ",1025," ",768,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:31.000,2023-01-02 16:15:39.000,2023-01-02 06:13:28.000,768,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518506               ",1027," ",1027,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:16.000,2023-01-02 16:15:40.000,2023-01-02 06:13:28.000,1027,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518507               ",1027," ",1027,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:14.000,2023-01-02 16:14:48.000,2023-01-02 06:13:28.000,1027,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518508               ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:22.000,2023-01-02 16:14:49.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518509               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:37:19.000,2023-01-02 16:14:49.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518512               ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:34:24.000,2023-01-02 16:14:49.000,2023-01-02 06:13:28.000,1013,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518513               ",1015," ",1015,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:34:27.000,2023-01-02 16:14:50.000,2023-01-02 06:13:28.000,1015,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518514               ",1017," ",1017,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:42.000,2023-01-02 16:14:50.000,2023-01-02 06:13:28.000,1017,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518515               ",1019," ",1019,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:38.000,2023-01-02 16:14:50.000,2023-01-02 06:13:28.000,1019,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518516               ",1015," ",1015,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:48.000,2023-01-02 16:14:51.000,2023-01-02 06:13:28.000,1015,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518517               ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:45.000,2023-01-02 16:14:51.000,2023-01-02 06:13:28.000,1013,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518578               ",1009," ",1009,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:09.000,2023-01-02 16:14:52.000,2023-01-02 06:13:28.000,1009,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518579               ",1009," ",1009,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:00.000,2023-01-02 16:14:52.000,2023-01-02 06:13:28.000,1009,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518580               ",1007," ",1007,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:16.000,2023-01-02 16:14:52.000,2023-01-02 06:13:28.000,1007,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518581               ",1011," ",1011,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:13.000,2023-01-02 16:14:53.000,2023-01-02 06:13:28.000,1011,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518582               ",1011," ",1011,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:26.000,2023-01-02 16:14:53.000,2023-01-02 06:13:28.000,1011,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518583               ",1011," ",1011,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:22.000,2023-01-02 16:14:53.000,2023-01-02 06:13:28.000,1011,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518584               ",1007," ",1007,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:32.000,2023-01-02 16:14:54.000,2023-01-02 06:13:28.000,1007,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01518585               ",1007," ",1007,"          ","2 ",0,0,"00000000    ",0,"2-064894  ",2022-06-07 07:35:29.000,2023-01-02 16:14:54.000,2023-01-02 06:13:28.000,1007,0,NULL
"25# RC SAFEIMAGE+TM 18""                           ","01531281               ",732," ",593,"          ","2 ",0,0,"00000000    ",0,"2-065715  ",2022-09-21 10:14:40.000,2023-01-02 16:03:36.000,2023-01-02 06:13:28.000,732,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534236               ",1041," ",1041,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:00:10.000,2023-01-02 16:14:09.000,2023-01-02 06:13:28.000,1041,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534236A              ",1041," ",1041,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:00:27.000,2023-01-02 16:14:10.000,2023-01-02 06:13:28.000,1041,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534258               ",1036," ",1036,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 09:58:11.000,2023-01-02 16:14:10.000,2023-01-02 06:13:28.000,1036,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534258A              ",1036," ",1036,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 09:58:22.000,2023-01-02 16:14:10.000,2023-01-02 06:13:28.000,1036,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534260               ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:00:41.000,2023-01-02 16:14:11.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534260A              ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:00:55.000,2023-01-02 16:14:11.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534262               ",1043," ",1043,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:12:02.000,2023-01-02 16:14:11.000,2023-01-02 06:13:28.000,1043,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534262A              ",1043," ",1043,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:12:13.000,2023-01-02 16:14:12.000,2023-01-02 06:13:28.000,1043,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534272               ",1028," ",1028,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:10:57.000,2023-01-02 16:14:12.000,2023-01-02 06:13:28.000,1028,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534272A              ",1028," ",1028,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:11:08.000,2023-01-02 16:14:12.000,2023-01-02 06:13:28.000,1028,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534274               ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 09:59:47.000,2023-01-02 16:14:23.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534274A              ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:00:00.000,2023-01-02 16:14:23.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534276               ",1026," ",1026,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:11:37.000,2023-01-02 16:14:24.000,2023-01-02 06:13:28.000,1026,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534276A              ",1026," ",1026,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:11:50.000,2023-01-02 16:14:24.000,2023-01-02 06:13:28.000,1026,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534298               ",1030," ",1030,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:01:15.000,2023-01-02 16:14:24.000,2023-01-02 06:13:28.000,1030,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534298A              ",1030," ",1030,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:01:27.000,2023-01-02 16:14:25.000,2023-01-02 06:13:28.000,1030,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534352               ",1014," ",1014,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:11:15.000,2023-01-02 16:14:25.000,2023-01-02 06:13:28.000,1014,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534352A              ",1014," ",1014,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:11:25.000,2023-01-02 16:14:25.000,2023-01-02 06:13:28.000,1014,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534354               ",1018," ",1018,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:10:28.000,2023-01-02 16:14:26.000,2023-01-02 06:13:28.000,1018,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534354A              ",1018," ",1018,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:10:45.000,2023-01-02 16:14:26.000,2023-01-02 06:13:28.000,1018,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534356               ",1019," ",1019,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:02:12.000,2023-01-02 16:14:26.000,2023-01-02 06:13:28.000,1019,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534356A              ",1019," ",1019,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:02:25.000,2023-01-02 16:14:27.000,2023-01-02 06:13:28.000,1019,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534378               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:18:00.000,2023-01-02 16:14:27.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534378A              ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:18:08.000,2023-01-02 16:14:27.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534380               ",1020," ",1020,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 12:58:06.000,2023-01-02 16:14:28.000,2023-01-02 06:13:28.000,1020,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534380A              ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 12:58:20.000,2023-01-02 16:14:28.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534382               ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:01:39.000,2023-01-02 16:14:28.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534382A              ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:02:02.000,2023-01-02 16:14:29.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534384               ",1024," ",1024,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:00:02.000,2023-01-02 16:14:29.000,2023-01-02 06:13:28.000,1024,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534384A              ",1025," ",1025,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:00:15.000,2023-01-02 16:14:29.000,2023-01-02 06:13:28.000,1025,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534386               ",1028," ",1028,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 09:59:17.000,2023-01-02 16:14:30.000,2023-01-02 06:13:28.000,1028,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534386A              ",1028," ",1028,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 09:59:36.000,2023-01-02 16:14:30.000,2023-01-02 06:13:28.000,1028,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534388               ",1036," ",1036,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:17:34.000,2023-01-02 16:14:30.000,2023-01-02 06:13:28.000,1036,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534388A              ",1036," ",1036,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:17:46.000,2023-01-02 16:14:31.000,2023-01-02 06:13:28.000,1036,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534390               ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:19:06.000,2023-01-02 16:14:31.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534390A              ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:19:16.000,2023-01-02 16:14:31.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534392               ",1040," ",1040,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:03:02.000,2023-01-02 16:14:32.000,2023-01-02 06:13:28.000,1040,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534392A              ",1040," ",1040,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:03:14.000,2023-01-02 16:14:32.000,2023-01-02 06:13:28.000,1040,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534394               ",1044," ",1044,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:12:54.000,2023-01-02 16:14:32.000,2023-01-02 06:13:28.000,1044,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534394A              ",1044," ",1044,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:13:07.000,2023-01-02 16:14:33.000,2023-01-02 06:13:28.000,1044,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534396               ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:04:01.000,2023-01-02 16:14:33.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534396A              ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:04:13.000,2023-01-02 16:14:34.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534438               ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:18:20.000,2023-01-02 16:14:34.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534438A              ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:18:29.000,2023-01-02 16:14:34.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534440               ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:19:27.000,2023-01-02 16:14:35.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534440A              ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:19:37.000,2023-01-02 16:14:35.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534444               ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:09:27.000,2023-01-02 16:14:35.000,2023-01-02 06:13:28.000,1013,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534444A              ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:09:40.000,2023-01-02 16:16:15.000,2023-01-02 06:13:28.000,1013,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534446               ",1032," ",1032,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:03:11.000,2023-01-02 16:16:15.000,2023-01-02 06:13:28.000,1032,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534446A              ",1033," ",1033,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:03:25.000,2023-01-02 16:16:16.000,2023-01-02 06:13:28.000,1033,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534448               ",1035," ",1035,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:04:19.000,2023-01-02 16:15:23.000,2023-01-02 06:13:28.000,1035,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534448A              ",1036," ",1036,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:04:33.000,2023-01-02 16:15:24.000,2023-01-02 06:13:28.000,1036,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534452               ",1020," ",1020,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:02:21.000,2023-01-02 16:15:24.000,2023-01-02 06:13:28.000,1020,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534452A              ",1021," ",1021,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:02:33.000,2023-01-02 16:15:24.000,2023-01-02 06:13:28.000,1021,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534454               ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:15:13.000,2023-01-02 16:15:25.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534454A              ",1022," ",1022,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:15:29.000,2023-01-02 16:15:25.000,2023-01-02 06:13:28.000,1022,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534456               ",1018," ",1018,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:14:07.000,2023-01-02 16:15:25.000,2023-01-02 06:13:28.000,1018,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534456A              ",1018," ",1018,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:14:18.000,2023-01-02 16:15:26.000,2023-01-02 06:13:28.000,1018,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534498               ",1023," ",1023,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 12:57:38.000,2023-01-02 16:15:26.000,2023-01-02 06:13:28.000,1023,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534498A              ",1024," ",1024,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 12:57:55.000,2023-01-02 16:15:27.000,2023-01-02 06:13:28.000,1024,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534500               ",1040," ",1040,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:01:12.000,2023-01-02 16:15:27.000,2023-01-02 06:13:28.000,1040,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534500A              ",1041," ",1041,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-07 13:01:27.000,2023-01-02 16:15:27.000,2023-01-02 06:13:28.000,1041,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534502               ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:09:02.000,2023-01-02 16:15:28.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534502A              ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:09:14.000,2023-01-02 16:15:28.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534504               ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:08:09.000,2023-01-02 16:15:28.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534504A              ",1039," ",1039,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:08:19.000,2023-01-02 16:15:29.000,2023-01-02 06:13:28.000,1039,0,NULL
"VOTE SECURE IJ 100# TEXT 17 1/2                   ","01534506               ",1041," ",1041,"          ","2 ",0,0,"00000000    ",0,"2-064980  ",2022-07-12 10:08:32.000,2023-01-02 16:15:07.000,2023-01-02 06:13:28.000,1041,0,NULL
